titles,authors,informs,clip_links
"싯다르타 (민음사 세계문학, 완독본)",헤르만 헤세,"""노자의 도덕경 이후 내게 이보다 더 중요한 책은 없었다. 헤세는 동서양의 정신적 유산을 시적으로 승화시켜일반적으로 널리 알려진 붓다를 넘어서 또 하나의 붓다를 창조하였다. 문학의 종교적, 철학적 지평을 넓혀준 헤세의 『싯다르타』는정신적으로 신약성서보다 더 큰 치유력을 가진 작품이다. ─ 헨리 밀러 진리는 가르쳐질 수 없다는 것. 이 깨달음을 나는 일생에 꼭 한 번 문학적으로 형상화하고자 했다. 그 시도가 바로 『싯다르타』 이다. ─ 헤르만 헤세""",https://audioclip.naver.com/audiobooks/A84E559A30
손자병법 1권 - 완독본,정비석,"출간 후 300만부가 팔려나간 최고의 베스트셀러 작가 정비석의 대표 소설로 2천4백여 년 전 춘추전국시대에 천하의 명장 손무와 그의 손자 손빈, 두 명장이 저술한 <손자병법>은 단순한 병서라기보다는 정치학, 기업경영, 처세학을 아우르는 인생지침서로 천하의 명장 손무와 그의 손자 손빈, 경국지색 서시, 와신상담으로 복수의 칼을 가는 5패 16국의 제왕들, 영웅과 미녀들이 엮어가는 흥망성쇠가 흥미진진하게 펼쳐진다. 주나라가 도읍을 낙양으로 옮겨 “동주”라 불린 이후 패권이 중국전역에 미치지 못하여 각 제후국이 실질적으로 국토를 분할하여 세를 다투는 춘추전국시대가 되었으며, 소설 손자병법은 춘추시대 3백년, 전국시대 2백년중 주인공 손무와 오자서가 살았던 춘추 중기시대를 그 배경으로 하고 있다. 여러 나라를 지배하여 종주국이 되기 위한 나라들 간의 싸움은 몇 백년까지 이어지고 각 나라의 뛰어난 재상들의 활약으로 나라가 흥하기도 하고 왕들의 주색잡기로 패망의 길을 걷게 되는 흥망성쇠의 굽이치는 춘추전국시대에 제나라의 재상 안평중과 손무, 초나라의 오자서 등이 이야기의 중심인물로 누명으로 가족의 몰살당한 초나라 오사의 아들 오자서가 오나라 왕을 섬기며 초나라 몰살을 계획하게 된다.",https://audioclip.naver.com/audiobooks/6B23FA6946
우리가 빛의 속도로 갈 수 없다면,김초엽,"2019 오늘의 작가상 수상! 우리 SF의 우아한 계보 김초엽 첫 소설집 “젊은 소설가의 첫 작품집이라고는 믿기지 않을 정도로 매끄럽게 이어지는 이야기 속에서 내가 생각하는 소설가의 눈과 입을 발견했다. 시선에서 질문까지, 모두 인상적이다.” -김연수(소설가) “마음을 다 맡기며 좋아할 수 있는 새로운 작가를 만나서 벅차다.” -정세랑(소설가) 지난겨울까지 바이오센서를 만드는 과학도였던 김초엽 작가는, 이제 소설을 쓴다. 어디에도 없는 그러나 어딘가에 있을 것 같은, 상상의 세계를 특유의 분위기로 손에 잡힐 듯 그려내며, 정상과 비정상, 성공과 실패, 주류와 비주류의 경계를 끊임없이 질문해온 신인 소설가 김초엽. 그의 첫 소설집 《우리가 빛의 속도로 갈 수 없다면》이 출간되었다. 2017년, 「관내분실」로 제2회 한국과학문학상 중단편부문 대상을, 「우리가 빛의 속도로 갈 수 없다면」으로 가작을 동시에 받으며 작품 활동을 시작했다. 당시 심사를 맡았던 소설가 배명훈, 김보영으로부터 “작가는 스스로 질문을 던져야 하고, 작품을 통해 그 질문을 다른 사람들의 코앞에까지 내밀 수 있어야 한다. 그 일을 거친 결과, 작가와 작품은 스스로 쨍하게 아름다워진다. 이 글 「관내분실」처럼” “슬픔에 좌절하지 않고, 어쩌면 영원히 갈 수 없을지도 모르는데 자신의 인생과 생명을 걸고 그 의지를 끝까지 관철하려 한다는 데서 이 작품(「우리가 빛의 속도로 갈 수 없다면」)은 감동을 준다”는 평을 이끌어냈다. 등단작 「관내분실」은 “모성애라는 쉬운 답을 피해 이 어려운 길을 택한 것만으로도 흡족한데, 그 과정 끝에 놓인 장면이 정말이지 ‘SF적’으로 참 아름다워서, 적어도 우리가 ‘이런 SF’마저 발견하지 못할 정도로 게으르지는 않다고 항변하고 싶어졌다”(문학평론가 황현경, 『문학동네』 2018년 여름호)라는 평을 받으며 SF문학에 대한 비평가들의 관심을 이끌기도 했다. 그 결과 신인소설가로서는 드물게 등단 일 년여 만에 《현대문학》 《문학3》 《에피》 등 여러 지면을 통해 발표한 작품으로 첫 소설집을 출간했다.",https://audioclip.naver.com/audiobooks/091E3CE20D
오버 더 호라이즌·네뷸러·미스트 합본,이영도,"작가 이영도가 선사하는 신비롭고 기상천외한 이야기들 작은 시골 마을 보안관보 티르 스트라이크의 좌충우돌 모험이 펼쳐지는 오버 더 호라이즌·네뷸러·미스트 삼부작 합본 출시! <오버 더 초이스> 오디오북에서 환상적인 감동과 재미를 선사했던 장민혁, 시영준, 정재헌, 곽윤상, 이원찬, 윤용식, 김연우, 사문영 성우 그리고 박요한 성우의 명 연기를 만나다. 1. 오버 더 호라이즌 ""호라이즌이라는 이 친구의 별명이 뭔지 아시오? 악기 살해자요."" 한때 제국군의 검술 사범으로 이름을 날렸으나 모종의 이유로 개척 소도시로 도망친 이후 마을의 잡다한 해결사 노릇을 하고 있는 보안관보 티르 스트라이크. 무료한 일상을 참지 못하고 봄이 오면 마을을 떠나겠노라 다짐하고 있던 어느 날, 상사인 이파리 보안관으로부터 마타피 교수가 끔찍한 걱정거리에 휩싸여 있는 것 같으니 가서 그를 만나 보라는 지시를 받는다. 면담을 청해 만나게 된 마타피 교수는 짤막한 서신 한 통을 건네는데, 편지에는 그의 가문 대대로 전해져 내려오는 명기인 바이올린을 연주하고 싶다는 한 연주자의 요청과 방문 예고가 담겨 있었다. 문제는, 최고의 연주자로 통하는 이 호라이즌이라는 엘프가 손을 대기만 하면 종류를 막론하고 모든 악기의 감동이 사라져 버리는 탓에 '악기 살해자'라는 악명을 떨치고 있다는 것이었는데……. 무시무시한 악기 살해자 호라이즌과 티르 스트라이크 사이에 얽힌 깜짝 놀랄 만한 비밀이 밝혀진다! 2. 오버 더 네뷸러 ""션, 여자에게 버림받았다고 해서 자살하겠다는 건 바보 같잖아?"" 목가적 분위기의 개척 소도시에서 이파리 보안관을 도와 잡다한 해결사 노릇을 하고 있는 보안관보 티르 스트라이크. 거리 조경, 경기 심판, 축제 기획, 결혼식 주례, 숲지기도 모자라 이번에는 연인에게 버림받고 스승마저 잃어 비관에 빠진 채 자살을 시도하려는 션 그웬을 위해 상담가를 자처하고 나선다. 성미에도 없는 인간적인 조언을 하느라 골치를 앓는 한편, 종잡을 수 없는 그의 행적을 추적해 나가는 동안 션에게 세상의 존망이 걸린 엄청난 운명이 도사리고 있었다는 사실을 알게 되는데……. 세상의 모든 불행을 흡수한 것만 같던 사내의 놀라운 실체가 밝혀진다! 3. 오버 더 미스트 ""나는 개와 고양이 사이에서 새끼가 생긴다는 말은 들은 적이 없어."" 각기 다른 집에서 키우던 '저승사자'라는 이름의 수고양이와 '천사'라는 이름으로 불리던 암캐 사이에서 새끼가 태어나 모든 마을 사람들이 충격에 빠진다. 믿을 수 없는 광경을 마주한 사람들이 네 마리의 새끼를 두고 '개양이'라고 부를지 '고양개'라고 부를지 옥신각신하던 중, 잔파드로스 신관은 이 사건이 창조주의 섭리를 거스르는 일이라며 대신전에 보고하겠다고 선언한다. 개와 고양이의 믿을 수 없는 결과물을 두고 매일 같이 난리가 벌어지던 어느 날, 신전 기사단과 제도 기사단 수백 명이 마을을 방문한다는 엄청난 소식이 들려오는데……. 사건이 상징하는 징조에서 나아가 종교와 권력 분쟁의 명분과 해석을 이영도 작가만의 독특한 구성과 해학으로 담아 내는 걸작! - 📌 성우들의 열연, 환상적인 BGM과 연출! 황금가지의 드라마형 오디오북 목록",https://audioclip.naver.com/audiobooks/C7E945053E
빨강머리 앤 초록지붕 집 이야기,루시 모드 몽고메리,"보고 또 봐도 재미있다! 100년이 넘는 시간 동안 애니메이션, TV시리즈 등으로 계속 사랑받은 작품이 한국어 오디오북으로 처음 출간되었다. 원작을 현대적으로 해석했고 오디오북에 맞춰 다시 번역했다. <오디오북 100인의 배우, 우리 문학을 읽다>에서 최민식, 문소리, 안재욱 등과 100인의 배우로 참여하여 강한 인상을 남긴 연극배우 이지혜가, 14시간에 걸쳐 소설 전문을 낭독했다. 독자들은 오디오북으로 완전 새로워진 앤을 만날 수 있다. 애니메이션은 봤지만 원작은 아직이라고요? ‘앤’은 1908년에 출간되었지만 지금 읽어도 공감 가는 이야기와 밑줄 긋고 싶은 구절, 귀여운 상상으로 가득하다. 하지만 1700매에 달하는 500쪽 안팎의 장편 소설이다. 애니메이션이나 드라마로는 접했어도 실제 원작을 읽어본 사람이 많지 않은 이유다. 왜 읽으면 금방 까먹는데, 들으면 오래 기억할까? 오디오북을 들으면, 책 한 권을 읽는 것과 똑같다. 앤, 마릴라, 다이아나, 길버트 등. <오디오북 빨강머리 앤>은 작품의 캐릭터 하나하나가 목소리를 갖고 살아나, 원작 그대로의 텍스트를 통해 자기의 이야기를 들려준다. 오디오는 평평한 텍스트에 리듬을 부여하고, 맥락을 더 선명하게 만들어준다. 이 때문에 읽으면서 놓쳤던 원작의 행간에서 마음을 울리는 구절을 발견할 수 있고, 나중에 기억에도 훨씬 잘 남는다. 볼 것이 너무 많아 눈이 지치고 바쁜 현대인들이 이동 중에, 자기만의 휴식 시간에 오디오북을 찾는 이유다. 원작, 번역, 낭독 3박자가 절묘하게 완성 <오디오북 빨강머리 앤>은 원작, 번역, 낭독 3박자가 절묘하게 완성된 오디오북이다. 국내 최초로 “빨강머리 앤” 원작 전체를 오디오북으로 들을 수 있다. 번역할 때 원문을 충실하게 옮기되, 구어체인 오디오북의 특성을 살리기 위해 일상적인 관용 표현(사자성어 등)을 많이 사용했다. 예를 들면 앤이 다이애나에게 실수로 술을 먹인 걸 알고 마릴라가 한 말 “Anne, you certainly have a genius for getting into trouble.”이 우리 책에서는 “앤, 너처럼 뒤로 넘어져도 코가 깨지는 애는 처음 본다.”로 번역되었다. 역자 후기에서 번역의 특징을 더 자세하게 알 수 있다. 책을 읽을 줄 아는 배우가 읽은 오디오북 배우 이지혜는 1700매가 넘는 ≪오디오북 빨강머리 앤 초록지붕 집 이야기≫를 서문부터 제작진 소개까지 전체를 낭독했다. 이지혜 배우는 배우 화술과 정확한 전달력이 강점으로, ‘100인의 배우, 우리 문학을 읽다’의 ‘사랑손님과 어머니’에서 마치 빙의된 듯한 옥희의 목소리 연기로 찬사를 받았다. 이번 ‘빨강머리 앤’에서는 상상 이상의 앤의 목소리와 25명에 달하는 다양한 캐릭터를 혼자 연기하여 오디오북 낭독 분야의 스타 탄생을 예감하게 해준다. 저자는 “앤”을 어떻게 창조했을까? 저자 일기 최초 소개 책을 읽고 나면 저자가 궁금해진다. ‘도대체 저자가 어떤 사람이기에 ‘앤’같은 캐릭터를 창조할 수 있었을까?’하면서 말이다. 올해 11월 30일은 저자가 탄생한 지 144년이 되는 해이기도 하다. 실마리를 찾기 위해 앤을 출간할 당시 저자의 일기를 찾아 5편을 골라 소개했다. 출간이 결정된 날, 책이 출간된 날, 그리고 “빨강머리 앤”이 인기를 끌자 어떻게 인물을 창조했냐며 묻는 팬들의 질문들에 답하는 내용이다. 저자가 남긴 일기를 읽으면서 예민하고 지적인 여자, 루시 모드 몽고메리의 마음속을 살펴볼 수 있다. ‘오디오북 빨강머리 앤’이 처음 소개한다. 딸에게, 가족에게, 나에게 선물하면 좋은 책 출퇴근길이 길거나, 바빠서 책을 잘 접하지 못하는 분들, 책을 잘 읽지 않는 아이들, 눈이 침침해져 책을 읽기 힘들어하는 부모님께 행복한 상상과 낙천주의를 전파하는 앤의 목소리를 선물해보자. 마치 앤이 옆에서 조잘대는 듯한 오디오북을 듣다보면 듣는 사람도 같이 행복해진다. 앤이 주는 희망의 메시지를 소중한 사람들과 나눠보기 바란다.",https://audioclip.naver.com/audiobooks/1A826C6397
눈물을 마시는 새 18장 - 천지척사(天地擲柶),이영도,"수백만 독자가 열광한 이영도 작가 최고의 걸작 판타지를 귀로 읽는다 모든 텍스트를 빠짐없이 완독한 <눈물을 마시는 새> 오디오북 제18장! 오디오북 역사상 최대 제작비와 1년여의 제작 기간 권도일, 곽윤상, 사문영, 최승훈, 이동훈, 최낙윤 성우 등 21명의 호화 성우진 극의 몰입감을 높이는 다채로운 OST와 BGM까지 러닝타임 약 62시간에 달하는 혁명적인 초대형 오디오북 시리즈 정식 론칭! 【드래곤 라자 출간 10주년 기념작 '그림자 자국' 오디오북】 【눈물을 마시는 새 원작 소설 연재 보러 가기】 ● 음원 후반에 삽입된 노이즈는 원문에서 지워져 글자가 보이지 않게 된 효과를 구현하기 위해 사용되었습니다. ● 오디오북 출간본은 스크립트가 제공되지 않습니다.(연재 한정 서비스) - 📌 성우들의 열연, 환상적인 BGM과 연출! 황금가지의 드라마형 오디오북 목록",https://audioclip.naver.com/audiobooks/9105054362
라면은 멋있다 (하성운),공선옥,"“가난하면 사랑도 못 하나요?” 작가 공선옥이 들려주는 풋풋한 사랑 이야기 어려운 가정 형편을 속이고 연주를 사귀는 민수. 예전에 전 여자 친구와 헤어진 이유가 가난 때문이라고 생각하는 민수는, 연주에게 멋진 생일 선물을 사 주기 위해 편의점 아르바이트를 시작하는데……. 과연 민수는 무사히 연주의 생일을 축하해 줄 수 있을까? 라면만 먹어도 서로를 향한 진심이 있다면 사랑은 멋지다!"" *** 하성운이 낭독하는 공선옥 작가의 [라면은 멋있다]는 [EBS 아이돌이 읽다, 마음을 잇다]라는 아이돌의 낭독과 기부가 결합된 프로젝트 참여 작품이다. 이시대 최고의 아이돌이 문학작품 낭독자로 참여해 목소리 재능을 기부하고, 이를 통해 발생되는 수익금 일부는 농어촌청소년육성재단에 기부되어 문화 교육 혜택에서 소외된 청소년들의 올바른 성장 지원을 위해 사용된다.",https://audioclip.naver.com/audiobooks/3131FD8EB5
피츠제럴드 단편선 (배우 이상윤 낭독),F. 스콧 피츠제럴드,"20세기 가장 뛰어난 미국 소설로 꼽히는 「위대한 개츠비」의 작가 F. 스콧 피츠제럴드의 대표 단편을 배우 이상윤의 목소리로 새롭게 만나다! 피츠제럴드는 40년 남짓한 짧은 생 동안 무려 160여 편에 이르는 단편소설을 집필했다. 그가 단편소설에서 다루는 주제는 크게 두세 가지로 요약된다. 물질적 풍요와 성공에 대한 야망, 잃어버린 젊음과 아름다움에 대한 환멸, 삶에 대한 지칠 줄 모르는 낭만과 환상이다. 이른바 '재즈시대'라 불리는 1920년대와 1930년대 미국의 분위기가 작품 전반에 짙게 투영되어 있으며, 젊음과 아름다움, 욕망 역시 시간의 화살 앞에 무력할 수밖에 없음을 날카로운 상징과 은유를 통해 풀어낸다.",https://audioclip.naver.com/audiobooks/10FE42DE17
벤자민 버튼의 시간은 거꾸로 간다,F.스콧 피츠제럴드,"영화 '벤자민 버튼의 시간은 거꾸로 간다'의 원작 소설! '위대한 개츠비'의 저자로 유명한 F. 스콧 피츠제럴드가 자신이 쓴 가장 재미있는 단편소설이라고 자평하기도 한 이 소설은, 노인으로 태어나 나이를 거꾸로 먹는 한 남자의 인생에 관한 굉장히 흥미로운 이야기이다. 일흔 살 노인으로 태어난 주인공 벤자민 버튼은 나이를 먹을 수록 점점 젊어지는 운명을 타고난다. 올바르고 착한 성품과 총명한 머리를 지녔음에도 사랑하는 가족과 아내, 그리고 같은 시대를 살아간 어느 누구로부터도 이해받지 못한 채, 그래도 자신의 주어진 삶을 최선을 다해 살았던 한 남자의 슬프고도 아름다운 인생 이야기! '우리네 인생에서 최고의 순간이 맨 처음에 오고, 최악의 순간이 마지막에 온다는 것은 참으로 슬픈 일이다.' - 마크 트웨인",https://audioclip.naver.com/audiobooks/8FACE08A46
