titles,authors,informs,clip_links
우주괴담 기원론 (사건보고서 2021),양완영,"성우 강수진과 오디언의 첫 번째 콜라보 프로젝트! <死건 보고서> 오디오 콘텐츠로는 접하기 어려웠던 ‘스릴러’ 장르를 영화 같은 사운드로 구현해 청취자들에게 새로운 경험을 선사하고자 한다. <이누야샤>, <원피스> 등 다수의 애니메이션과 외화 더빙으로 대중에게 친숙한 성우 강수진이 직접 연출한 <우주괴담 기원론>, <경계선> 과 오디언 전문 프로듀서들이 연출한 <이단의 고백>, <그리고 아무도 없었다>까지! 오랜만에 만나는 반가운 목소리부터 주목받는 새로운 목소리들이 펼쳐내는 이야기를 만나보자 #사건번호1. - 우주에서 피어나는 첫 괴담, 그 진상에 대해 보고드립니다. 근무기간이 종료되어 귀환하는, 토성의 위성 '엔셀라두스' 기지 연구원들. 이들을 태운 수송선이 화성으로 향하고 있다. 이 안에는 우주선 소속 대원들과, 기지 연구원들, 그 외에 프로젝트 중 순직한 한 구의 시신이 탑승하고 있다. 문제없이 운항 중인 것 같던 우주선. 그러나 조금씩 이상한 사건들이 발생함에 따라 대원들은 혼란스러운 상태에 빠지게 된다.",https://audioclip.naver.com/audiobooks/9622E93778
"그 후 (민음사 세계문학, 완독본)",나쓰메 소세키,"상상할 수 있는 가장 아름다운 색채, 감미롭고 강렬한 향기가 담긴 탐미적 서사 ▶ 나쓰메 소세키만큼 다양한 장르와 문체를 구사한 작가는 일본뿐만 아니라 외국에도 존재하지 않을 것이다. 이 다양성은 하나의 수수께끼이다. – 가라타니 고진(문학 평론가) ▶ 나쓰메 소세키의 소설은 일본 근대 문학의 선구였음에도 불구하고 처음부터 높은 완성도를 보여주었을 뿐만 아니라 현재도 전혀 낡은 느낌을 주지 않는다. 이것은 가히 기적이다. -고바야시 교지(소설가)",https://audioclip.naver.com/audiobooks/52F985769B
해시의 신루 4권,윤이수,"""구르미 그린 달빛"" 작가 윤이수가 내놓은 또 하나의 역사 판타지 로맨스! 네이버 웹소설 누적 조회 5천만회, 평점 9.98점의 베스트셀러! 15세기 조선. 이곳에 운명을 거부하고 도망치는 여인, '해루'가 있다. 미래를 예언하는 신비한 능력은 그녀에게 독일 뿐. 어느 날, 그녀 앞에 천하 제일 길치에 공갈을 일삼는 해괴한 사내가 나타나는데. 그의 정체는 조선 최고의 천재 군주라 불리는 '이향'이다. 별이 가득한 밤하늘을 사랑하고 동경하는 그와, 자신의 운명에 기꺼이 맞서는 그녀. 두 사람의 시간이 맞닿아 돌아가기 시작한다. ✔ 네이버 시리즈에서 원작보기",https://audioclip.naver.com/audiobooks/1DBCDAFAD6
별뜨기에 관하여 합본(2편),이영도,"『드래곤 라자』, 『눈물을 마시는 새』의 작가 이영도가 선보이는 기상천외한 SF 조현정, 권성혁, 이새아 성우의 생동감 넘치는 연기와 다채로운 음향 효과가 어우러진 '위탄인 시리즈' 드라마 오디오북 2편을 한꺼번에 만나다! 새로운 외계 문명과 조우하고 함께 우주를 개척해 나아가는 과정을 이영도 작가 특유의 위트와 주제의식으로 담아낸 SF 단편 시리즈 1. 카이와판돔의 번역에 관하여 통일한국의 근미래, 어느 날 지구에 고도의 과학문명을 가진 외계 우주선이 나타난다. 그들은 자신을 '범은하 문화교류촉진위원회'로 명명하고, 지구인들에게 다른 외계 문명인 '위탄'을 소개해주며 그들과 교류할 것을 제안한다. 두 문화권이 가장 먼저 교류하게 된 품목은 다름 아닌 동화책으로, 위탄인들은 지구인의 동화 「신데렐라」와 맞바꿔 「카이와판돔」이라는 책을 보내온다. 이후 세계 각국에서 이 외계 동화의 번역이 시작되었고, 한국에서는 이인혜 교수가 인민군 상위 출신 박대위의 엄격한 경호 속에 한국어판 번역 작업을 진행하게 된다. 그러던 어느 날, 전 세계의 번역가 앞으로 도착한 접촉 전담위의 메일을 클릭하자마자 전기가 끊기더니 섬뜩한 총성이 들려오기 시작하는데……. 2. 별뜨기에 관하여 문교촉위를 통해 다수의 외계 문화권을 인지하게 된 바야흐로 우주 개척 시대, 지구인 '나'와 위탄인 '제르비'는 다른 외계 문화권의 계급 갈등을 해결하기 위한 화합의 별자리를 찾기 위해 파트너로서 우주를 함께 여행하는 중이다. 이들은 같은 템섹 우주선에 탑승한 채 스크린과 번역기를 통해 소통하지만 생활 방식이 완전히 다르기 때문에 철저히 분리된 격벽을 가운데 두고 생활하고 있다. 그러던 어느 날, 별자리 찾기에 대한 논쟁을 벌이던 제르비는 점성학자로서 과거 '나'의 행적을 두고 살인자라는 비난을 퍼붓기 시작하는데……. - 📌 성우들의 열연, 환상적인 BGM과 연출! 황금가지의 드라마형 오디오북 목록",https://audioclip.naver.com/audiobooks/83E6FC7BC1
세 가지 소원,박완서,"“이 이야기들의 의미는 오늘날 더 유효하다” 1970년대부터 지금까지, 작가가 아끼고 아껴온 글들 소설가 故 박완서가 공들여 쓴 짧은 이야기들이 한 권에 담겼다. 등단 직후인 1970년대 초에 썼던 「다이아몬드」부터 세상을 떠나기 2년여 전에 쓴 「세 가지 소원」까지 10편이 독특한 향기를 뿜어낸다. 박완서의 작품들은 한국전쟁을 경험한 기성세대가 공감할 만한 유년 시절의 추억과 정서를 담아내는 한편 인간성과 사회 현실에 대한 날카로운 통찰을 심어, 수많은 독자들에게 울림을 안겨주었다. 그런 작품들의 한편에는 작가가 아이와 같은 순수한 눈으로 세상을 바라본 아름다운 이야기들이 있다. 이웃집 할머니가 들려주는 옛날이야기처럼 다정하고 따뜻하게 느껴지는 작품들이다. 이 작품들에서 우리는 박완서 작품의 또 다른 멋과 매력을 발견한다. 어린이와 청소년에서 성인에 이르기까지, 누구나 재미있게 읽을 글들이기 때문이다. 『세 가지 소원』은 현대인에게 삶의 진정한 가치를 일깨운다. 아이가 그린 그림을 통해 때 묻지 않은 삶의 진실을 내보이며, 자연을 있는 그대로 두는 것이 진정한 자연 보호임을 시골 사람들의 삶을 통해 드러낸다. 새색시의 익살과 지혜로 권위주의적인 인습을 풍자하는가 하면, 화가 부부의 삶을 통해 진정한 예술혼과 부부애를 보여주기도 한다. 정색하거나 비꼬지 않고 수채화처럼 담담히 펼쳐 보이는 이야기들. 질박한 삽화와 어우러진 이야기 한 편 한 편이, 우리의 머리를 깨우고 가슴을 두드린다.",https://audioclip.naver.com/audiobooks/D73AD61C26
"무기여 잘 있어라 (민음사 세계문학, 완독본)",어니스트 헤밍웨이,"노벨 문학상, 퓰리처상 수상 작가. 20세기 미국 문학을 개척한 작가 어니스트 헤밍웨이 전쟁의 허무 속에서 삶과 사랑의 진정한 의미를 깨달아 가는 청년의 이야기 전쟁소설과 연애소설의 한계를 넘어 존재에 대한 깊은 통찰을 담아낸 명작 ▶ 내러티브 기법에 대한 장악력, 현대적 스타일에 미친 영향력은 대단하다. ―스웨덴 한림원, 노벨 문학상 선정 이유 ▶ 헤밍웨이야말로 진짜 작가이다. ―F. 스콧 피츠제럴드 ▶ 『노인과 바다』는 우리 시대 작가가 쓴 작품 중에서 가장 훌륭한 작품으로 인정받게 될 것이다. ―윌리엄 포크너",https://audioclip.naver.com/audiobooks/9F9285D2F6
그리스인 조르바,니코스 카잔차키스,"『그리스인 조르바』는 카잔차키스에게 세계적인 명성을 안겨 준 작품으로, 호쾌하고 농탕한 자유인 조르바가 펼치는 영혼의 투쟁을 풍부한 상상력으로 그려 내고 있다. 이성과 열정. 그리고 카잔차키스의 종교적 심리묘사를 그려낸 작품.",https://audioclip.naver.com/audiobooks/9281DF4776
모순,양귀자,"작가 양귀자씨가 새로 내놓은 장편소설 <모순>. 세상의 행복과 불행은 동전의 양면 같은 것, 그렇다면 그 모순된 삶을 가장 슬기롭게 헤쳐나갈 묘안은? 없다. 다만 끊임없이 살아가면서 인생을 탐구해 나가는 방법밖에. 이 자문자답은 양귀자씨가 주인공 안진진에게 부여하는 세상살이 해법이다. 시장에서 내복을 팔고 있는 억척스런 어머니와 행방불명 상태로 떠돌다 가끔씩 귀가하는 아버지, 조폭의 보스가 인생의 꿈인 남동생을 가족으로 둔 안진진. 어머니와 일란성 쌍둥이인 이모는 부유하지만 지루한 삶에 지쳐 있고, 가난한 어머니는 처리해야 할 불행들이 많아 지루할 틈이 없다. 안진진은 사뭇 다른 어머니와 이모의 삶을 바라보며 모순투성이인 삶을 어떻게 이해해야 하는지 고민하기 시작하는데….",https://audioclip.naver.com/audiobooks/EA517EE305
말하는 떡갈나무 (황소윤),조르주 상드 (George Sand),"조르주 상드가 말년에 ‘노앙의 할머니’가 되어 두 손녀에게 들려주려고 쓴 동화책. 원전은 1982년판 ≪할머니 이야기(Contes d’une Grand-mère≫ 1, 2권이다. 원전에는 모두 13편의 이야기가 실렸는데 이 가운데 5편을 옮겼다. 이 중 『말하는 떡갈나무』에 등장하는 에미는 못생기고 무지한데다 고아다. 어느 날 에미는 돼지들의 난동에 쫓겨 숲으로 도망간다. 이는 자신의 정체성을 되찾기 위한 도망이다. 에미는 떡갈나무를 피난처로 삼고, 거기서 삶의 길을 발견한다. 에미는 야생에서 살아남고자 모닥불을 피우거나 생밤을 줍는 등 원시적인 활동에 나선다. 이런 생존 활동 속에서 자신의 재능을 조금씩 발견한다. 이러한 과정은 어떻게 보면 한 남자의 야생화라고도 볼 수 있다. 에미는 자유롭고 순수한 비인간적인 세계의 위험과 경이로움에 빠져들며 타잔 같은 존재가 되어 간다. *** 황소윤(So!YoON!)이 낭독하는 조르주 상드의 『말하는 떡갈나무』는 아이돌 및 각계 저명인사의 목소리 재능을 기부받아 소리책을 만들고 이를 통해 청각 장애인에게 희망의 소리를 선물하는 캠페인에 참여한 작품이다. 캠페인 수익금의 일부는 사랑의 달팽이 재단에 기부되어, 경제적 어려움으로 소리 없는 세상에 살고 있는 난청 아동들에게 희망의 소리를 선물해주기 위한 지원 기금으로 사용되어진다.",https://audioclip.naver.com/audiobooks/F6E6685B01
