titles,authors,informs,clip_links
모비딕,허먼 멜빌,"세계대표명작을 엄선하여 줄거리, 주제등을  성우의 목소리로 들려주는 세계 명작  보물창고!  오디오북을 통해 세계 대표명작을 만나 보세요.",https://audioclip.naver.com/audiobooks/C8398764AF
"북호텔 (민음사 세계문학, 완독본)",외젠 다비,"외젠 다비의 처녀작 『북호텔』은 1929년 프랑스에서 제정된 ‘포퓰리스트 상’(Le Prix du Roman Populiste)을 받은 첫 번째 소설로서, 그만큼 민중소설로서의 의미와 가치가 크다고 할 수 있는 작품이다. 포퓰리스트 상이란 한 시대의 사회상과 사람들이 살아가는 모습을 현실적으로 묘사한 소설에 수여되는 상이다. 1차 세계대전 이후 대공황의 여파로 프랑스에 닥친 경제 위기와 정치적 사회적 불안 속에 민중들의 삶은 피폐해져만 갔다. 『북호텔』은 바로 이 시기 프랑스 서민들이 살아가는 모습을 한 편의 다큐멘터리처럼 객관적이면서도 생생하게 그려 냈다. 「북호텔」은 1938년 마르셀 카르네 감독이 실제 북호텔과 생마르탱 운하를 배경으로 영화화하여 전 세계적인 주목을 받기도 하였다. 파리, 허름한 호텔, 힘겨운 노동자들의 삶 1928년 파리, 생마르탱 운하가 흐르는 제마프 둑길 옆, 한 허름한 호텔이 서 있다. 파리의 빈민 노동자로서 하루하루를 근근이 살아가던 르쿠브뢰르는 처남에게 돈을 빌려 이 호텔을 헐값에 인수하면서, 드디어 밑바닥 인생에서 벗어날 수 있다는 꿈과 희망에 부푼다. 이 호텔에는 가정부, 대장장이, 인쇄공, 마차꾼, 여공, 지하철 종업원, 수문지기 등 파리의 하층민이라고 할 수 있는 사람들이 살고 있다. 이들 중 어떤 이는 임신한 몸으로 애인에게 버림받고, 어떤 이는 친구에게 여자 친구를 뺏기며, 어떤 이는 추억을 곱씹으며 홀로 노년을 보내기도 한다. 일터로 떠나기 전에 마시는 뜨거운 커피 한 잔, 일터에서 돌아와 들이켜는 독한 술 한 잔을 낙으로 삼는 이들의 삶은 궁색하고 신산하다. 하지만 외젠 다비는 감상적이거나 과장된 태도, 정치적 사견(私見)을 배제한 채 담담한 필체로 서술함으로써 독자들이 보다 객관적인 시선으로 이들의 삶을 바라보고 이들과 함께 기쁨과 슬픔을 나눌 수 있게 해 주었다. 여기에서 우리는 외젠 다비의 서민에 대한 이해와 깊은 애정을 엿볼 수 있다. 바로 그 자신이 가난한 노동자의 아들로서, 빈곤한 삶이란 어떤 것인가를 몸소 체험했기에 가능한 일이었다.",https://audioclip.naver.com/audiobooks/2509CDE020
동물농장,조지 오웰,"《동물농장》은 민주적 사회주의자를 자처한 영국의 소설가 조지 오웰의 작품으로, 스탈린 체제하의 소련 신화와 전체주의를 신랄하게 풍자하고 독재 권력을 날카롭게 비판한 우화 소설이다. 장원 농장의 존스 씨 밑에서 착취당하던 동물들이 인간을 몰아내고 새로운 농장을 건설한다는 내용이다. 이 작품은 당시 영국의 동맹국이었던 소련의 스탈린을 노골적으로 풍자하고 비판했다는 점에서 출간에 난항을 겪었다. 그러나 뛰어난 통찰력과 거침없는 문체로 왜곡된 혁명의 결과와 권력자의 횡포가 국민들의 삶을 어떻게 억압하는지 그려 낸 이 작품은 출간되자마자 베스트셀러가 되면서 오웰은 영국 최고의 작가 반열에 올랐다. 출간된 지 반세기가 훌쩍 넘은 《동물농장》의 감동은 현재 진행형이다.",https://audioclip.naver.com/audiobooks/3B41653590
시간과 장의사,이묵돌,페이스북 페이지/인스타그램 “이묵돌”에서 2018년 10월부터 2019년 10월까지 써 온 단편을 책으로 공개한다. 76편의 단편을 비롯해 이 단편집에서 최초 공개하는 3편의 단편을 수록했다. 다양한 소재의 단편들이 향하는 주된 정서는 바로 ‘상실’이다. 죽음이나 이별과 같은 물리적 사건뿐 아니라 가난이나 계층의 단절 같은 심리적 요소들 역시 상실을 낳게 하는 주된 원인이 됨을 드러낸다. 이런 상실에 관한 글들을 통해 독자는 아이러니하게도 잃어버렸던 감정을 다시 떠올리게 된다. 글을 읽는 동안에는 어렴풋하게만 느껴지던 감정은 글의 말미에 붙어 있는 제목을 접했을 때 좀더 명확해진다. 이렇게 글을 다 읽은 후에 찾아오는 울림은 독자를 생각의 길로 이끈다.,https://audioclip.naver.com/audiobooks/5D69615550
"뻬쩨르부르그 이야기 (민음사 세계문학, 완독본)",니콜라이 고골,"러시아 근대 문학의 선구자 니꼴라이 고골의 단편집 현실과 환상의 결합이 낳은 현실 비판과 따뜻한 휴머니즘 뻬쩨르부르그를 배경으로 도시의 소외된 인간을 환상적으로 그려낸 이야기들 부조리한 세계를 살아가는 인간의 소외된 현실을 조형하는 고골의 단편들은 독특하면서도 지극히 현대적인 상상력과 신랄한 현실 풍자로 그를 러시아 근대 문학의 근원에 자리하게 했다. 『뻬쩨르부르그 이야기』에 담긴 환상성은 현실을 풍자하고 인간의 내재된 욕망을 여실히 드러내는 동시에 웃음과 공포, 인간에 대한 연민을 불러일으키면서 현재를 살아가는 고달픈 현실까지 여과 없이 마주 보게 한다. ▶ 러시아의 작가는 모두 고골의 「외투」에서 나왔다. - 도스토예프스키 ▶ 그 웃음의 배후에서 우리는 보이지 않는 눈물을 느낀다. - 푸슈킨고골의 생생한 풍자 정신과 절묘한 이야기 구성은 역설적이게도 삶의 실제적인 균열을 이루는 불합리성의 승리를 명백하게 보여준다. - 《르 몽드》",https://audioclip.naver.com/audiobooks/19AAB14920
바틀비 (윤도현),김태호,"주인에게 버려진 개 ‘바틀비’는 음식을 먹고 싶지도, 누군가와 마음을 나누고 싶지도 않다. 삶의 의지를 잃은 채 죽기만을 기다리던 바틀비 앞에 어느 날 한 소년이 나타나 따뜻한 손을 내민다. *** 윤도현이 낭독하는 김태호 작가의 「바틀비」는 아이돌 및 각계 저명인사의 목소리 재능을 기부받아 소리책을 만들고 이를 통해 청각 장애인에게 희망의 소리를 선물하는 캠페인에 참여한 작품이다. 캠페인 수익금의 일부는 사랑의 달팽이 재단에 기부되어, 경제적 어려움으로 소리 없는 세상에 살고 있는 난청 아동들에게 희망의 소리를 선물해주기 위한 지원 기금으로 사용되어진다.",https://audioclip.naver.com/audiobooks/4E5B5CEE4D
메밀꽃 필 무렵 (Resound단편),이효석,"「메밀꽃 필 무렵」은 1936년 『조광』 10월호에 발표된 '이효석'의 단편소설로 봉평, 대화 등 강원도 산간마을 장터를 배경으로 장돌뱅이인 허 생원의 삶을 통해 인간 본연의 애정을 아름답게 그린 작품입니다. 허 생원은 얼금뱅이에 왼손잡이라 여자와는 거리가 멀었고 나귀를 평생 벗삼아 살았지만, 젊은 시절 하룻밤의 인연을 잊지 못합니다. 어느 여름날 허 생원은 봉평장에서 장사를 마치고 충줏집에서 술을 마시는데, 젊은 장돌뱅이 동이가 충줏집과 농탕치는 것을 보고는 화가 치밉니다. 그날 달이 뜬 밤, 허 생원과 그의 친구 조 선달, 동이는 대화장으로 이동하기 위해 산길을 걷다가, 허 생원은 동이가 왼손잡이 인 것을 보고 자신과 닮았다고 생각합니다. 「메밀꽃 필 무렵」의 오리지널 스코어를 작곡한 '박석주'는 음악 밴드 ‘주스 프로젝트’의 리더이자 기타리스트입니다. 전통 음악에 바탕을 두고 때로는 고요하게 때로는 화려하게 음을 넘나들며 음악의 본질적 가치를 탐색하는 뮤지션입니다. 국악과 크로스오버, 영화음악 등 무수히 많은 영역에서 활동하고 있는 박석주는 장편독립영화 '이수아'와 연극 '비명자들' 등에서 음악감독으로 활동하기도 했습니다. 100년 전 우리 소설, 아름다운 소리로 만나다. [Resound 단편] 시리즈 소위 ‘고전’이라 불리는 작품들은 시대를 불문하고 인간과 삶을 관통하는 날카로운 통찰을 담고 있습니다. 그러나 한 번쯤 제목은 들어 봤을지라도, 제대로 읽어본 적은 없는 경우가 많습니다. 왜일까요? 어쩌면 고전은 낡고 지루하며 어렵다는 편견이 있는 건 아닐까요. [Resound 단편] 시리즈는 그 편견을 깹니다. 오늘날 활발히 활동 중인 작가들이 고쳐 쓰고, 그 원고를 전문 배우들이 생생하게 낭독하고, 거기에 뮤지션들이 작곡한 음악이 더해져, 고전은 새로운 예술작품이 되었습니다. 옛 것의 가치는 간직하되 새로운 옷을 입고 화려하게 돌아온 50편의 [Resound 단편] 시리즈가 새로운 문학의 세계, 감상하는 오디오북의 세계로 당신을 초대합니다.",https://audioclip.naver.com/audiobooks/D58CBA6D9F
J 하버쿡 젭슨의 진술,아서 코난 도일,"잔잔한 바다 한복판에서 승객 없이 발견된 배 한 척. 배에 있던 사람들은 모두 어디로 사라진 걸까? 코난 도일이 밝혀낸 19세기 최고의 해양 미스터리! 1872년 12월 5일. 북대서양을 거쳐 지브롤터를 향해 가던 데이그라티아호는 망망대해를 느릿하게 떠돌고 있는 배 한 척을 발견한다. 한 달 전 선원 일곱과 선장, 선장의 아내와 딸까지 총 열 명을 태우고 뉴욕에서 출항한 그 배에는 놀랍게도 아무도 타고 있지 않았다. 배 위에서 사라진 열 명의 소식은 그 후로 어디에서도 들려오지 않았다. 과연 그들은 어디로 사라진 걸까? 한 달이라는 짧은 시간 동안, 배 안에서는 무슨 일이 있었던 걸까? 지금까지도 풀리지 않은 이 미스터리를 두고, 당시의 언론과 학자들은 수많은 가설을 제시했다. 배에 실려 있던 공업용 알코올의 증기가 폭발했다는 설, 해저지진을 만났다는 설, 해적에게 습격당했다는 설 등. 그중에서도 가장 큰 신빙성을 얻은 이야기는 1884년 1월 《콘힐 매거진》에 익명의 투고자가 발표한 소설 속 이야기였다. 지어낸 이야기이지만 이 소설은 사실적인 묘사와 기상천외한 발상으로 언론과 문학계에 큰 반향을 불러일으켰다. 일부 언론은 소설의 내용을 진실로 여겨 기사로 내보내기도 하였고, 어떤 문학 평론가는 이 작품을 『보물섬』으로 유명한 로버트 루이스 스티븐슨의 작품이라고 여기기도 했다. 또 다른 이는 에드거 앨런 포에 비교하기도 했다. 작품의 내용만큼이나 출처에 대한 미스터리가 무성했던 이 작품은, 훗날 전설적인 탐정 셜록 홈즈를 탄생시킨 코난 도일의 작품이다. 아직 작가로서 그리 이름을 떨치지 못했던 도일은 학생 시절부터 취미삼아 작품을 잡지에 투고하여 몇 번 원고료를 받은 적이 있지만, 이 작품처럼 큰 반향을 불러일으키며 전문가들로부터 찬사를 받은 적은 처음이었다. (총 4편의 단편의 실린 종이책 <J 하버쿡 젭슨의 진술>중 오디오북은 <J 하버쿡 젭슨의 진술> 1편이 제작되었습니다) 낭독 : 최정호 출판사 : 북스피어 제작 : 블루스토브메이드",https://audioclip.naver.com/audiobooks/B714747020
추운 나라에서 돌아온 스파이,존 르 카레,"20세기 냉전을 다룬 스파이소설이자 영국사회를 적나라하게 고발하는 존 르 카레의 대표작 1960년대 냉전 상황이 극에 달한 시기, 각국 스파이들의 주요 활동 무대였던 베를린을 배경으로 비정한 국제 첩보전의 세계를 그리고 있는 이 소설은, 1964년 영미 최고의 베스트셀러에 오르는 기염을 토했고 또한 뛰어난 문학성으로 평단의 찬사를 받으며 서머싯 몸상, 에드거상 등을 휩쓸었다. 냉전 상황이 극에 달한 1960년대 영국과 독일간 스파이들의 활동과 그와 관련된 이야기를 탄탄한 구성으로 엮었다. 1965년 마틴 리트가 감독하고 리처드 버턴이 주연을 맡은 영화로 제작되어 화제가 된 바 있다. 작가 특유의 긴장감 넘치는 스토리 전개가 여실히 드러나는 작품이다.",https://audioclip.naver.com/audiobooks/C8DAC1E86B
한자와 나오키 3,이케이도 준,"■ 『한자와 나오키 3 : 잃어버린 세대의 역습』 줄거리 도쿄중앙은행의 영업 2부 차장 한자와 나오키는 은행 내 정치싸움에 휘말려, 자회사인 도쿄센트럴증권의 영업기획부장으로 발령받는다. 하지만 증권사는 은행에서 발령받은 은행파와 증권사에서 뽑은 증권파가 사사건건 대립하며 내부적으로 갈등이 있을 뿐만 아니라, 업계에서도 크게 두각을 보이지 못하고 있다. 한편, 도쿄센트럴증권의 조사역 모리야마 마사히로는 일본의 거품 경제가 무너지고 거대한 불경기에 이은 취업 빙하기를 힘겹게 거치며 입사한 잃어버린 세대다. 정작 회사에 들어와보니 자신의 안위만 챙기는 상사들을 보면서 환멸을 느낀다. 그러나 한자와 나오키 부장이 오면서, 모든 것이 바뀌었다! IT 회사 전뇌잡기집단이 스타트업인 도쿄스파이럴을 M&A 하겠다고 도쿄센트럴증권에 의뢰하고, 은행파를 중심으로 팀을 짠다. 하지만 명확하지 않은 이유로 도쿄중앙은행의 증권영업부에게 프로젝트를 빼앗기고, 한자와는 이 일에 배후가 있음을 간파한다. 그리고 인수 대상이었던 도쿄스파이럴이 세계적으로 성장할 수 있는 가능성을 발견하며, 모리야마와 함께 도쿄스파이럴의 편에 서서 은행의 집요한 압박에 맞선다.",https://audioclip.naver.com/audiobooks/37D789D70C
